index_col,movie_id,movie_title (movie_year),genre
4164,69366,"Testa t'ammazzo, croce... sei morto - Mi chiamano Alleluja (1971)",Comedy|Western
4165,69372,The Thing with Two Heads (1972),Comedy|Sci-Fi
4166,69375,Three on a Meathook (1973),Horror
4167,69383,Tintin et le lac aux requins (1972),Animation|Adventure|Crime|Family|Mystery
4168,69390,Tutti i colori del buio (1972),Horror|Thriller
4169,69400,Trafic (1971),Comedy
4170,69404,Travels with My Aunt (1972),Adventure|Comedy
4171,69427,Twins of Evil (1971),Horror
4172,69436,Ulzana's Raid (1972),Adventure|Western
4173,69448,Up the Front (1972),Comedy
4174,69449,Up the Sandbox (1972),Comedy|Drama
4175,69452,Valter brani Sarajevo (1972),War
4176,69464,Virgin Witch (1972),Horror
4177,69467,Viskningar och rop (1972),Drama
4178,69495,"What's Up, Doc? (1972)",Comedy
4179,69515,The Wrath of God (1972),Adventure|Drama|Western
4180,69516,Zee and Co. (1972),Drama
4181,69528,Young Winston (1972),Biography|Drama|War
4182,69530,Z.P.G. (1972),Sci-Fi|Thriller
4183,69540,Shuang xia (1971),Action|Drama
4184,69687,Alice in den Städten (1974),Drama
4185,69697,"Watch Out, We're Mad (1974)",Action|Comedy
4186,69704,American Graffiti (1973),Comedy|Drama
4187,69715,-- And Now the Screaming Starts! (1973),Horror
4188,69725,Apachen (1973),Western
4189,69729,The Arena (1974),Action|Adventure
4190,69730,"L'arma, l'ora, il movente (1972)",Mystery|Thriller
4191,69745,La comtesse noire (1975),Horror
4192,69747,Les aventures de Rabbi Jacob (1973),Adventure|Comedy|Crime
4193,69751,Bandhe Haath (1973),Action|Thriller
4194,69754,The Baby (1973),Horror|Thriller
4195,69761,Badge 373 (1973),Crime|Drama|Thriller
4196,69762,Badlands (1973),Crime|Drama
4197,69765,Bang the Drum Slowly (1973),Drama|Sport
4198,69768,Battle for the Planet of the Apes (1973),Action|Sci-Fi
4199,69786,Billy Two Hats (1974),Romance|Western
4200,69792,Black Caesar (1973),Action|Crime|Drama|Thriller
4201,69810,Bobby (1973),Comedy|Musical|Romance
4202,69822,Breezy (1973),Drama|Romance
4203,69824,"Fratello sole, sorella luna (1972)",Biography|Drama|History|War
4204,69834,Cahill U.S. Marshal (1973),Drama|Western
4205,69838,La campana del infierno (1973),Horror|Thriller
4206,69840,The Candy Snatchers (1973),Crime|Horror|Thriller
4207,69841,Cannibal Girls (1973),Comedy|Horror
4208,69847,Carry on Abroad (1972),Comedy
4209,69848,Carry on Girls (1973),Comedy|Romance
4210,69850,Casa d'appuntamento (1972),Thriller|Horror
4211,69851,Terror! Il castello delle donne maledette (1974),Horror
4212,69865,Charley Varrick (1973),Action|Crime|Drama|Thriller
4213,69890,Cleopatra Jones (1973),Action|Crime|Thriller
4214,69895,The Crazies (1973),Action|Horror|Sci-Fi
4215,69897,Coffy (1973),Action|Crime|Thriller
4216,69920,I corpi presentano tracce di violenza carnale (1973),Horror|Mystery|Thriller
4217,69933,La tumba de la isla maldita (1973),Horror
4218,69945,Dark Star (1974),Comedy|Sci-Fi
4219,69946,The Day of the Dolphin (1973),Drama|Sci-Fi|Thriller
4220,69947,The Day of the Jackal (1973),Crime|Drama|Thriller
4221,69951,The Deadly Trackers (1973),Western|Drama
4222,69956,Il paese del sesso selvaggio (1972),Adventure|Horror
4223,69966,Detroit 9000 (1973),Crime|Drama|Action
4224,69976,Dillinger (1973),Action|Biography|Crime|Drama
4225,69989,The Don Is Dead (1973),Action|Crime|Drama
4226,69990,Don Juan ou Si Don Juan était une femme... (1973),Drama
4227,69994,The Forgotten (1973),Horror|Thriller
4228,69995,Don't Look Now (1973),Drama|Horror|Thriller
4229,70016,Charlotte's Web (1973),Animation|Family|Musical
4230,70022,Electra Glide in Blue (1973),Crime|Drama|Mystery|Thriller
4231,70034,Enter the Dragon (1973),Action|Crime|Drama|Thriller
4232,70039,El espanto surge de la tumba (1973),Horror
4233,70040,El espíritu de la colmena (1973),Drama|Fantasy
4234,70046,Executive Action (1973),Crime|Drama|History|Thriller
4235,70047,The Exorcist (1973),Horror
4236,70061,Film d'amore e d'anarchia (1973),Comedy|Drama|Romance
4237,70071,Frank Film (1973),Animation|Short|Biography
4238,70077,The Friends of Eddie Coyle (1973),Crime|Drama
4239,70078,From Beyond the Grave (1974),Fantasy|Horror
4240,70106,Ghost in the Noonday Sun (1973),Adventure|Comedy
4241,70119,Godmonster of Indian Flats (1973),Western|Horror
4242,70121,Godspell: A Musical Based on the Gospel According to St. Matthew (1973),Musical
4243,70122,Gojira tai Megaro (1973),Action|Adventure|Family|Sci-Fi
4244,70125,Gospel Road: A Story of Jesus (1973),Drama|Music
4245,70130,La grande bouffe (1973),Comedy|Drama
4246,70136,Die große Ekstase des Bildschnitzers Steiner (1974),Documentary|Biography|Sport
4247,70155,The Harder They Come (1972),Crime|Drama|Music
4248,70165,Heavy Traffic (1973),Animation|Comedy|Drama
4249,70169,Hell Up in Harlem (1973),Action|Crime|Drama|Thriller
4250,70180,The Hireling (1973),Drama
4251,70205,I Escaped from Devil's Island (1973),Action|Adventure
4252,70215,Il mio nome è Nessuno (1973),Comedy|Western
4253,70217,Iluminacja (1973),Drama
4254,70222,Invasion of the Bee Girls (1973),Horror|Sci-Fi
4255,70233,Ivan Vasilevich menyaet professiyu (1973),Adventure|Comedy|Sci-Fi
4256,70239,Jesus Christ Superstar (1973),Drama|History|Musical
4257,70242,Jimi Hendrix (1973),Documentary|Biography|Music
4258,70244,Jingi naki tatakai: Dairi sensô (1973),Action|Drama
4259,70245,Hiroshima shitô hen (1973),Action|Crime|Drama|History
4260,70246,Jingi naki tatakai (1973),Crime|Drama
4261,70248,Jonathan Livingston Seagull (1973),Drama|Family
4262,70253,Jugnu (1973),Action|Drama|Thriller
4263,70284,Lady Ice (1973),Crime|Thriller|Drama
4264,70288,The Last Chapter (1974),Short|Drama
4265,70289,The Final Programme (1973),Sci-Fi
4266,70290,The Last Detail (1973),Comedy|Drama
4267,70291,The Last of Sheila (1973),Crime|Drama|Mystery|Thriller
4268,70294,The Legend of Hell House (1973),Horror
4269,70297,The Legend of the 7 Golden Vampires (1974),Action|Horror
4270,70300,Lemora: A Child's Tale of the Supernatural (1973),Fantasy|Horror|Thriller
4271,70328,Live and Let Die (1973),Action|Adventure|Thriller
4272,70334,The Long Goodbye (1973),Comedy|Crime|Drama|Mystery|Thriller
4273,70337,Lost Horizon (1973),Adventure|Drama|Fantasy|Musical|Romance
4274,70350,The Mack (1973),Crime|Drama
4275,70351,The MacKintosh Man (1973),Thriller
4276,70354,The Man from Acapulco (1973),Action|Comedy|Fantasy|Romance
4277,70355,Magnum Force (1973),Action|Crime|Mystery|Thriller
4278,70359,La maman et la putain (1973),Drama|Romance
4279,70379,Mean Streets (1973),Crime|Drama|Thriller
4280,70393,Milano trema: la polizia vuole giustizia (1973),Crime|Drama
4281,70404,Le monache di Sant'Arcangelo (1973),Drama
4282,70430,Naakt over de schutting (1973),Thriller
4283,70434,Namak Haraam (1973),Drama
4284,70438,The Neptune Factor (1973),Action|Adventure|Drama|Sci-Fi|Thriller
4285,70439,Neveroyatnye priklyucheniya italyantsev v Rossii (1974),Adventure|Comedy|Crime
4286,70444,Night Watch (1973),Horror|Mystery|Thriller
4287,70460,La nuit américaine (1973),Comedy|Drama|Romance
4288,70464,O Lucky Man! (1973),Comedy|Drama|Fantasy|Music
4289,70468,The Offence (1973),Crime|Drama|Thriller
4290,70488,The Optimists of Nine Elms (1973),Drama
4291,70506,Pane e cioccolata (1974),Comedy|Drama
4292,70508,El pantano de los cuervos (1974),Horror
4293,70509,The Paper Chase (1973),Comedy|Drama
4294,70510,Paper Moon (1973),Comedy|Drama
4295,70511,Papillon (1973),Biography|Crime|Drama
4296,70518,Pat Garrett & Billy the Kid (1973),Biography|Drama|Western
4297,70528,Kaseki no mori (1973),Crime|Drama
4298,70531,Phase IV (1974),Horror|Sci-Fi|Thriller
4299,70537,Daddy's Deadly Darling (1973),Horror
4300,70544,La planète sauvage (1973),Animation|Sci-Fi
4301,70565,Il profumo della signora in nero (1974),Horror|Mystery|Thriller
4302,70578,The Pyx (1973),Horror|Thriller|Crime
4303,70593,Las ratas no duermen de noche (1973),Horror
4304,70608,Robin Hood (1973),Animation|Adventure|Comedy|Family|Romance
4305,70622,Sssssss (1973),Horror|Sci-Fi
4306,70634,The Satanic Rites of Dracula (1973),Horror
4307,70636,Satanico Pandemonium: La Sexorcista (1975),Horror|Mystery|Thriller
4308,70637,Saudagar (1973),Drama|Family
4309,70640,Save the Tiger (1973),Drama
4310,70643,Scarecrow (1973),Drama
4311,70653,Scorpio (1973),Action|Drama|Thriller
4312,70656,Scream Blacula Scream (1973),Fantasy|Horror
4313,70666,Serpico (1973),Biography|Crime|Drama|Thriller
4314,70672,The Seven-Ups (1973),Action|Crime|Drama
4315,70680,Shamus (1973),Action|Comedy|Crime
4316,70689,Siddhartha (1972),Drama|Mystery
4317,70694,Night of the Dark Full Moon (1972),Horror|Mystery|Thriller
4318,70698,Sisters (1973),Horror|Mystery|Thriller
4319,70704,The Slams (1973),Action|Drama
4320,70705,Huang mian lao hu (1974),Action|Drama
4321,70706,Slaughter's Big Rip-Off (1973),Action|Crime|Drama|Thriller
4322,70707,Sleeper (1973),Comedy|Sci-Fi
4323,70723,Soylent Green (1973),Crime|Mystery|Sci-Fi|Thriller
4324,70734,Steptoe and Son Ride Again (1973),Comedy|Sport
4325,70735,The Sting (1973),Comedy|Crime|Drama
4326,70736,The Stone Killer (1973),Action|Crime|Drama|Thriller
4327,70748,"Summer Wishes, Winter Dreams (1973)",Drama
4328,70770,Tales That Witness Madness (1973),Horror
4329,70782,Terminal Island (1973),Action|Drama|Thriller
4330,70787,That Man Bolt (1973),Action|Crime|Drama
4331,70788,That'll Be the Day (1973),Drama|Music
4332,70791,Theater of Blood (1973),Comedy|Drama|Horror
4333,70800,Tian xia di yi quan (1972),Action|Drama|Romance
4334,70814,Tom Sawyer (1973),Adventure|Musical|Family
4335,70819,A Touch of Class (1973),Comedy|Romance
4336,70825,The Train Robbers (1973),Comedy|Romance|Western
4337,70832,Three Wishes for Cinderella (1973),Drama|Fantasy|Family|Adventure|Romance
4338,70834,Trip with the Teacher (1975),Crime|Drama|Horror|Thriller
4339,70842,Turks fruit (1973),Drama|Romance
4340,70849,Ultimo tango a Parigi (1972),Drama|Romance
4341,70858,Une collection particulière (1973),Documentary|Short
4342,70861,V boy idut odni 'stariki' (1974),Comedy|Drama|War
4343,70868,The Vault of Horror (1973),Horror
4344,70869,Una vela para el diablo (1973),Horror
4345,70895,Walking Tall (1973),Action|Biography|Crime|Drama|Thriller
4346,70902,Wattstax (1973),Documentary|Comedy|Music
4347,70903,The Way We Were (1973),Drama|Romance
4348,70909,Westworld (1973),Action|Sci-Fi|Thriller|Western
4349,70915,White Lightning (1973),Action|Drama|Crime
4350,70917,The Wicker Man (1973),Horror|Mystery|Thriller
4351,70921,The 14 (1973),Drama
4352,70926,Wonder Women (1973),Action|Horror|Sci-Fi|Thriller
4353,70935,Yaadon Ki Baaraat (1973),Action|Drama|Musical
4354,70947,Zanjeer (1973),Action|Crime|Drama
4355,70948,Zardoz (1974),Adventure|Fantasy|Sci-Fi
4356,70951,Zinksärge für die Goldjungen (1973),Crime|Drama
4357,70959,État de siège (1972),Drama|Thriller
4358,71110,Airport 1975 (1974),Action|Drama|Thriller
4359,71115,Alice Doesn't Live Here Anymore (1974),Drama|Romance
4360,71129,Amarcord (1973),Comedy|Drama
4361,71138,Das Amulett des Todes (1975),Thriller
4362,71141,Angst essen Seele auf (1974),Drama|Romance
4363,71143,Animals Are Beautiful People (1974),Comedy|Documentary
4364,71145,Ankur (1974),Drama
4365,71159,Arkadas (1974),Drama
4366,71198,The Bat People (1974),Horror|Romance
4367,71200,The Beast Must Die (1974),Horror|Mystery
4368,71203,Kanashimi no Beradonna (1973),Animation|Drama|Fantasy|Horror
4369,71219,A Bigger Splash (1973),Documentary|Biography|Drama
4370,71222,Black Christmas (1974),Horror|Mystery|Thriller
4371,71227,The Black 6 (1973),Action|Drama
4372,71229,The Black Windmill (1974),Action|Crime|Thriller
4373,71230,Blazing Saddles (1974),Comedy|Western
4374,71233,Blood for Dracula (1974),Horror
4375,71249,Bring Me the Head of Alfredo Garcia (1974),Action|Crime|Drama|Thriller|Western
4376,71259,Busting (1974),Comedy|Crime|Drama|Thriller
4377,71269,California Split (1974),Comedy|Drama
4378,71274,Candy Stripe Nurses (1974),Comedy|Thriller
4379,71275,Cani arrabbiati (1974),Crime|Drama|Thriller
4380,71276,Captain Kronos: Vampire Hunter (1974),Adventure|Horror|Mystery
4381,71278,Caravan to Vaccares (1974),Action|Mystery|Thriller
4382,71281,Carry on Dick (1974),Adventure|Comedy
4383,71308,Chi o suu bara (1974),Drama|Horror
4384,71315,Chinatown (1974),Drama|Mystery|Thriller
4385,71318,Chosen Survivors (1974),Action|Adventure|Drama
4386,71344,Colpo in canna (1975),Action
4387,71359,Contes immoraux (1973),Drama|Romance
4388,71360,The Conversation (1974),Drama|Mystery|Thriller
4389,71361,Coonskin (1975),Animation|Action|Comedy|Crime|Drama
4390,71381,Céline et Julie vont en bateau: Phantom Ladies Over Paris (1974),Comedy|Drama|Fantasy|Mystery
4391,71384,Daguerréotypes (1976),Documentary
4392,71385,Daisy Miller (1974),Comedy|Drama|Romance
4393,71396,Messiah of Evil (1973),Horror
4394,71402,Death Wish (1974),Action|Crime|Drama|Thriller
4395,71406,Den-en ni shisu (1974),Drama|Fantasy
4396,71408,Deranged (1974),Drama|Horror|Thriller
4397,71411,Dersu Uzala (1975),Adventure|Biography|Drama
4398,71412,The Marseille Contract (1974),Action|Crime|Drama|Thriller
4399,71413,Peopletoys (1974),Horror
4400,71424,Dirty Mary Crazy Larry (1974),Action|Crime|Thriller
4401,71431,Non si deve profanare il sonno dei morti (1974),Horror
4402,71434,Le dormeur (1974),Short
4403,71436,Dost (1974),Drama
4404,71442,Identikit (1974),Drama
4405,71455,Earthquake (1974),Action|Drama|Thriller
4406,71458,Fontane Effi Briest (1974),Drama|History
4407,71464,Emmanuelle (1974),Drama
4408,71483,Falsche Bewegung (1975),Drama
4409,71487,Le fantôme de la liberté (1974),Comedy
4410,71502,Il fiore delle mille e una notte (1974),Comedy|Drama|Fantasy|History|Romance
4411,71508,Flesh for Frankenstein (1973),Horror
4412,71512,Xue di zi (1975),Action|Drama
4413,71514,For Pete's Sake (1974),Comedy
4414,71517,Foxy Brown (1974),Action|Crime|Thriller
4415,71519,Frankenstein and the Monster from Hell (1974),Horror
4416,71521,Freebie and the Bean (1974),Action|Comedy|Crime
4417,71524,The Front Page (1974),Comedy|Drama|Romance
4418,71532,The Gambler (1974),Crime|Drama
4419,71562,The Godfather: Part II (1974),Crime|Drama
4420,71565,Gojira tai Mekagojira (1974),Action|Fantasy|Horror|Sci-Fi
4421,71568,Golden Needles (1974),Action
4422,71569,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy
4423,71571,Gone in 60 Seconds (1974),Action|Crime|Drama|Thriller
4424,71577,The Great Gatsby (1974),Drama|Romance
4425,71583,The Groove Tube (1974),Comedy
4426,71598,Harry and Tonto (1974),Adventure|Comedy|Drama|Romance
4427,71604,Hearts and Minds (1974),Documentary|History|War
4428,71607,Herbie Rides Again (1974),Comedy|Family|Fantasy|Romance
4429,71613,Holiday on the Buses (1973),Comedy
4430,71615,La montaña sagrada (1973),Adventure|Drama|Fantasy
4431,71626,The House That Cried Murder (1973),Horror|Thriller
4432,71627,The House of Seven Corpses (1974),Horror
4433,71628,House of Whipcord (1974),Horror
4434,71650,Ilsa: She Wolf of the SS (1975),Drama|Horror|Thriller|War
4435,71663,The Internecine Project (1974),Action|Thriller
4436,71671,The Island at the Top of the World (1974),Adventure|Family|Fantasy|Sci-Fi
4437,71675,It's Alive (1974),Horror
4438,71680,Italianamerican (1974),Documentary
4439,71688,"Jakob, der Lügner (1974)",Comedy|Crime|Drama
4440,71690,"Je, tu, il, elle (1976)",Drama
4441,71691,Jeder für sich und Gott gegen alle (1974),Biography|Drama|History
4442,71695,Kozure Ôkami: Jigoku e ikuzo! Daigorô (1974),Action|Adventure|Drama|Fantasy|History
4443,71696,Jingi naki tatakai: Chojo sakusen (1974),Action|Crime|Drama
4444,71706,Juggernaut (1974),Action|Drama|Thriller
4445,71721,Klansman (1974),Crime|Drama|Thriller
4446,71733,Lacombe Lucien (1974),Drama|Romance|War
4447,71737,Lancelot du Lac (1974),Drama|Romance|War
4448,71746,Lenny (1974),Biography|Drama
4449,71762,The Little Prince (1974),Family|Fantasy|Musical|Sci-Fi
4450,71771,The Longest Yard (1974),Comedy|Crime|Drama|Sport
4451,71772,The Lords of Flatbush (1974),Comedy|Drama|Romance
4452,71782,Lucky Luciano (1973),Biography|Crime|Drama
4453,71788,Macon County Line (1974),Action|Drama|Romance
4454,71790,Madhouse (1974),Crime|Horror|Mystery|Thriller
4455,71797,Mahler (1974),Biography|Drama|Music
4456,71798,The Maids (1975),Drama|Romance
4457,71803,Mame (1974),Musical
4458,71807,The Man with the Golden Gun (1974),Action|Adventure|Thriller
4459,71811,Manoranjan (1974),Comedy|Musical|Romance
4460,71819,La Mary (1974),Drama|Fantasy|Thriller
4461,71824,McQ (1974),Action|Crime|Drama|Mystery|Thriller
4462,71840,Milano odia: la polizia non può sparare (1974),Crime|Drama|Thriller
4463,71853,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
4464,71859,Mossafer (1974),Drama
4465,71866,Mr. Majestyk (1974),Action|Crime|Drama|Romance|Thriller
4466,71877,Murder on the Orient Express (1974),Crime|Drama|Mystery
4467,71910,Il portiere di notte (1974),Drama
4468,71913,The Nine Lives of Fritz the Cat (1974),Animation|Comedy
4469,71935,The Odessa File (1974),Drama|Thriller
4470,71950,Le orme (1975),Mystery|Thriller
4471,71970,The Parallax View (1974),Drama|Thriller
4472,71992,Pets (1974),Drama
4473,71994,Phantom of the Paradise (1974),Comedy|Drama|Fantasy|Horror|Music|Musical|Romance|Thriller
4474,72006,Policewomen (1974),Action|Crime
4475,72007,La polizia chiede aiuto (1974),Action|Crime|Horror|Mystery|Thriller
4476,72008,La polizia ha le mani legate (1975),Crime|Drama
4477,72026,Prem Nagar (1974),Drama|Musical|Romance
4478,72030,La prima Angélica (1974),Drama
4479,72037,Profumo di donna (1974),Comedy|Drama
4480,72064,Rajnigandha (1974),Drama|Romance
4481,72067,Act of Vengeance (1974),Crime|Drama|Horror
4482,72080,Le retour du grand blond (1974),Comedy
4483,72081,The Return of the Pink Panther (1975),Comedy|Crime|Mystery
4484,72148,Seytan (1974),Horror
4485,72152,Shin jingi naki tatakai (1974),Action|Comedy|Crime
4486,72157,Shura-yuki-hime: Urami Renga (1974),Drama|Thriller
4487,72172,The Sister-in-Law (1974),Drama
4488,72195,Space Is the Place (1974),Sci-Fi|Music
4489,72196,Spasmo (1974),Mystery|Thriller
4490,72208,Sto dney posle detstva (1975),Drama|Romance
4491,72226,The Sugarland Express (1974),Crime|Drama
4492,72228,The Super Cops (1974),Action|Comedy|Crime
4493,72229,Superdad (1973),Comedy|Family
4494,72231,"Svoy sredi chuzhikh, chuzhoy sredi svoikh (1974)",Action|Adventure|Drama|War|Western
4495,72233,Swallows and Amazons (1974),Adventure|Family
4496,72235,Sweet Movie (1974),Comedy|Drama|Mystery
4497,72239,Symptoms (1974),Horror
4498,72248,Tabiate bijan (1974),Drama
4499,72249,The Take (1974),Action|Crime|Drama
4500,72251,The Taking of Pelham One Two Three (1974),Action|Crime|Thriller
4501,72263,Ein Unbekannter rechnet ab (1974),Mystery|Thriller
4502,72271,The Texas Chain Saw Massacre (1974),Horror
4503,72272,That's Entertainment! (1974),Documentary|Family|Musical
4504,72274,Thieves Like Us (1974),Crime|Drama|Romance
4505,72281,The Three Musketeers (1973),Action|Adventure
4506,72284,Three the Hard Way (1974),Action|Thriller
4507,72285,Thriller - en grym film (1973),Action|Thriller
4508,72288,Thunderbolt and Lightfoot (1974),Comedy|Crime|Drama
4509,72307,Toute une vie (1974),Drama|Romance
4510,72308,Wolkenkrabber in Vlammen (1974),Action|Drama|Thriller
4511,72317,The Trial of Billy Jack (1974),Action|Drama|Music|Thriller
4512,72336,Ulzana (1974),Adventure|Western
4513,72353,Les valseuses (1974),Comedy|Drama
4514,72354,Vampyres (1974),Horror
4515,72417,A Woman Under the Influence (1974),Drama|Romance
4516,72431,Young Frankenstein (1974),Comedy
4517,72439,Shin Zatôichi monogatari: Kasama no chimatsuri (1973),Action|Drama
4518,72443,Zerkalo (1975),Biography|Drama
4519,72446,Ziemia obiecana (1975),Drama
4520,72608,The Adventure of Sherlock Holmes' Smarter Brother (1975),Comedy|Crime|Music|Mystery|Romance
4521,72626,Alien Zone (1978),Horror
4522,72637,Amici miei (1975),Comedy|Drama
4523,72653,The Apple Dumpling Gang (1975),Comedy|Family|Western
4524,72662,L'assassino è costretto ad uccidere ancora (1975),Thriller
4525,72665,At Long Last Love (1975),Comedy|Musical
4526,72666,Zaat (1971),Horror|Sci-Fi
4527,72684,Barry Lyndon (1975),Adventure|Drama|History|War
4528,72699,Il bianco il giallo il nero (1975),Western|Adventure|Comedy
4529,72707,Black Force (1975),Action|Drama
4530,72709,Black Moon (1975),Fantasy|Mystery|Sci-Fi
4531,72725,Boss Nigger (1975),Comedy|Western
4532,72730,A Boy and His Dog (1975),Comedy|Drama|Sci-Fi|Thriller
4533,72732,Brannigan (1975),Action|Comedy|Crime
4534,72735,Breakheart Pass (1975),Mystery|Western
4535,72737,Breakout (1975),Action|Adventure|Drama
4536,72750,Bug (1975),Sci-Fi|Horror|Mystery
4537,72759,The Candy Tangerine Man (1975),Adventure|Action
4538,72764,Carry on Behind (1975),Comedy
4539,72777,Chhoti Si Baat (1975),Comedy|Romance
4540,72782,Chronique des années de braise (1975),Drama
4541,72783,Chupke Chupke (1975),Comedy|Drama|Romance
4542,72820,Cooley High (1975),Comedy|Drama|Romance
4543,72831,Criminally Insane (1975),Horror|Thriller
4544,72856,Death Race 2000 (1975),Action|Comedy|Sci-Fi|Sport
4545,72860,Deewaar (1975),Action|Crime|Drama
4546,72869,The Devil's Rain (1975),Horror
4547,72870,Dharam Karam (1975),Family|Drama
4548,72877,Diamonds (1975),Crime|Drama
4549,72886,Doc Savage: The Man of Bronze (1975),Action|Adventure|Comedy|Crime|Fantasy
4550,72890,Dog Day Afternoon (1975),Biography|Crime|Drama|Thriller
4551,72895,Dolemite (1975),Action|Comedy|Crime
4552,72901,Les 12 travaux d'Astérix (1976),Animation|Adventure|Comedy|Family|Fantasy
4553,72902,Dow Rahehal Baraye yek Massaleh (1975),Short
4554,72912,The Drowning Pool (1975),Action|Crime|Mystery|Thriller
4555,72913,Du bi quan wang da po xue di zi (1976),Action|Comedy|Fantasy
4556,72926,The Eiger Sanction (1975),Action|Crime|Thriller
4557,72933,Emmanuelle: L'antivierge (1975),Drama|Romance
4558,72951,Escape to Witch Mountain (1975),Adventure|Family|Fantasy|Mystery|Sci-Fi
4559,72960,Exposé (1976),Thriller
4560,72962,F for Fake (1973),Documentary
4561,72972,Faraar (1975),Action|Crime|Drama
4562,72973,"Farewell, My Lovely (1975)",Crime|Mystery|Thriller
4563,72976,Faustrecht der Freiheit (1975),Drama|Romance
4564,72979,Female Trouble (1974),Comedy|Crime
4565,72991,Shao Lin wu zu (1974),Action|Drama
4566,72993,Flame (1975),Drama|Music|Musical
4567,73000,Flåklypa Grand Prix (1975),Animation|Comedy|Family|Sport
4568,73012,The Four Musketeers (1974),Adventure|History
4569,73018,French Connection II (1975),Action|Crime|Drama|Thriller
4570,73019,Friday Foster (1975),Action
4571,73026,Funny Lady (1975),Biography|Comedy|Drama|Musical|Romance
4572,73042,The Ghoul (1975),Horror|Thriller
4573,73043,The Giant Spider Invasion (1975),Horror|Sci-Fi
4574,73045,Giliap (1975),Crime|Drama
4575,73073,The Great Lester Boggs (1974),Drama
4576,73075,The Great Waldo Pepper (1975),Adventure|Drama
4577,73076,Grey Gardens (1975),Documentary|Comedy|Drama
4578,73091,The Happy Hooker (1975),Biography|Comedy
4579,73092,Hard Times (1975),Crime|Drama|Sport
4580,73099,Yozhik v tumane (1975),Animation|Short
4581,73107,Hester Street (1975),Drama|Romance
4582,73109,The Hiding Place (1975),Biography|Drama|History
4583,73114,L'histoire d'Adèle H. (1975),Biography|Drama|History
4584,73116,"Hold-Up, instantánea de una corrupción (1974)",Action|Crime|Thriller
4585,73131,"Oog om oog, tand om tand (1975)",Drama|Thriller
4586,73133,Hustle (1975),Crime|Drama|Mystery
4587,73152,Im Lauf der Zeit (1976),Drama
4588,73155,L'important c'est d'aimer (1975),Drama|Romance
4589,73172,Inserts (1974),Comedy|Drama
4590,73195,Jaws (1975),Adventure|Drama|Thriller
4591,73198,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles (1975)",Drama
4592,73210,Johnny Firecloud (1975),Crime|Drama|Thriller
4593,73218,Juego de amor prohibido (1975),Comedy|Crime|Drama
4594,73233,Keetje Tippel (1975),Drama
4595,73234,Kenkei tai soshiki boryoku (1975),Action|Crime
4596,73239,En kille och en tjej (1975),Comedy
4597,73240,The Killer Elite (1975),Action|Crime|Thriller
4598,73244,"King Arthur, the Young Warlord (1975)",Adventure|Drama
4599,73258,Laboured Party (1975),Short
4600,73260,The Land That Time Forgot (1975),Adventure|Fantasy
4601,73312,Love and Death (1975),Comedy|War
4602,73317,Lucky Lady (1975),Comedy|Drama
4603,73327,Macchie solari (1975),Horror|Mystery|Thriller
4604,73335,Mahogany (1975),Drama|Romance
4605,73338,La maldición de la bestia (1975),Adventure|Horror
4606,73341,The Man Who Would Be King (1975),Adventure
4607,73343,The Man from Hong Kong (1975),Action|Drama|Adventure
4608,73349,Mandingo (1975),Drama|History|Romance
4609,73363,Manila in the Claws of Light (1975),Drama|Mystery
4610,73373,Mekagojira no gyakushu (1975),Action|Adventure|Drama|Family|Sci-Fi
4611,73396,Mitchell (1975),Action|Crime|Drama
4612,73407,Spanish Fly (1976),Comedy
4613,73417,Muna Moto (1975),Drama
4614,73424,Mutter Küsters' Fahrt zum Himmel (1975),Drama
4615,73432,"México, México, ra ra ra (1976)",Comedy|Crime|Drama
4616,73440,Nashville (1975),Comedy|Drama|Music
4617,73453,Night Moves (1975),Crime|Mystery|Thriller
4618,73458,Nishaant (1975),Crime|Drama
4619,73470,Nude per l'assassino (1975),Mystery|Thriller
4620,73471,Numéro deux (1975),Drama
4621,73486,One Flew Over the Cuckoo's Nest (1975),Drama
4622,73488,Oni srazhalis za rodinu (1975),Drama|War
4623,73496,The Other Side of the Mountain (1975),Biography|Drama|Romance
4624,73502,Overlord (1975),Drama|History|War
4625,73526,Peeper (1975),Comedy|Mystery
4626,73540,Picnic at Hanging Rock (1975),Drama|Mystery
4627,73559,Posse (1975),Western
4628,73573,Les princes noirs de Saint-Germain des Prés (1975),Short
4629,73580,Professione: reporter (1975),Drama|Thriller
4630,73582,Profondo rosso (1975),Horror|Mystery|Thriller
4631,73594,I quattro dell'apocalisse (1975),Western
4632,73600,Race with the Devil (1975),Action|Horror|Thriller
4633,73609,Rattlers (1976),Horror
4634,73626,Revolver (1973),Crime|Drama|Thriller
4635,73629,The Rocky Horror Picture Show (1975),Comedy|Musical
4636,73631,Rollerball (1975),Action|Sci-Fi|Sport
4637,73634,The Romantic Englishwoman (1975),Comedy|Drama
4638,73636,Rooster Cogburn (1975),Adventure|Drama|Western
4639,73650,Salò o le 120 giornate di Sodoma (1975),Drama|Horror|War
4640,73691,"Tarzoon, la honte de la jungle (1975)",Adventure|Animation|Comedy
4641,73692,Shampoo (1975),Comedy|Drama
